"longitude","latitude","housingMedianAge","totalRooms","totalBedrooms","population","households","medianIncome","medianHouseValue"
-118.05,33.65,5,7017,935,2427,867,10.1154,477700
-118.26,33.91,44,892,139,440,159,2.8859,120800
-120.66,35.46,17,3748,609,1860,612,4.5179,225600
-118.34,33.98,46,2126,409,1292,414,2.9315,149000
-118.2,34.14,51,1941,378,1012,371,3.9375,217000
-120.44,34.88,9,3124,415,1169,407,6.7694,275100
-118.21,33.97,52,4220,908,3731,892,3.1901,167600
-118.12,34.12,52,2907,317,956,279,15.0001,500001
-121.91,37.43,33,2791,496,1714,485,4.8304,224900
-121.89,37.32,41,977,265,865,253,3.2317,184800
-117.31,34.15,7,5747,1307,2578,1147,3.3281,122200
-117.14,32.72,42,1558,458,1227,407,2.2804,139100
-116.6,33.49,16,3730,827,1346,592,2.183,113500
-121.82,37.23,23,4487,584,2024,580,7.5218,291500
-118.27,34.06,26,513,338,1204,321,1.4904,275000
-120.81,39.02,30,806,189,326,146,2.8155,101000
-118.21,33.92,35,1669,445,1870,412,3.0417,117300
-117.92,33.89,18,2895,487,1116,429,5.4716,4e+05
-117.1,32.68,49,1412,350,1200,332,2.0398,93600
-117.99,33.89,23,2111,306,979,288,8.5621,347800
-121.42,38.64,44,1728,367,1042,349,1.6033,58500
-118.34,34.07,52,3421,598,1203,564,4.1618,500001
-122.32,37.52,26,4042,591,1611,578,8.4693,419200
-121.77,36.93,33,1406,317,1075,301,3.2813,190000
-121.35,38.61,25,4916,1243,2140,1136,2.5511,134100
-122.05,37.38,24,2424,501,1367,507,4.072,364200
-122.14,37.44,52,3117,468,1114,421,6.6756,500001
-118.32,34.05,50,1389,364,976,302,1.5882,327300
-119.88,34.42,22,2367,492,1333,488,3.6304,312200
-117.41,33.96,24,4481,901,2398,823,3.864,123400
-118.56,34.23,36,3215,529,1710,539,5.5126,248400
-119.31,36.06,20,2236,434,1405,412,1.8827,48700
-116.96,32.86,14,3064,496,1681,503,4.4347,160300
-119.84,37.48,17,2582,553,1087,423,2.5,104200
-121.45,38.65,5,2680,502,1885,498,2.6369,110000
-121.87,37.41,17,3719,588,2089,561,6.7867,273700
-118.36,34.09,33,3463,1170,1845,1134,2.0205,243800
-122.47,37.85,19,1926,593,881,546,2.9145,140400
-118.05,33.87,18,4928,773,2952,754,5.8855,313800
-118.45,34.44,16,13406,2574,7030,2440,4.6861,187900
-121.7,36.77,21,2294,478,1306,430,3.0347,227200
-121.43,37.78,24,807,174,585,166,2.6181,163500
-119.02,34.24,24,4650,748,2374,702,5.8838,232600
-118.15,33.97,33,1903,469,1882,435,2.4071,170500
-118.13,33.91,35,561,104,261,105,4.9375,183800
-118.13,33.97,34,1736,297,823,292,5.4042,241600
-121.83,36.62,33,2938,576,1516,568,3.5,162400
-117.98,33.72,28,3109,561,1891,562,5.2655,243100
-122.46,37.66,15,6082,1284,3861,1198,5.4221,284700
-122.43,37.64,42,4091,757,1861,771,4.207,272700
-121.72,38,7,7957,1314,4460,1293,4.9618,156500
-117.44,33.94,32,2349,452,1479,425,3.9118,114100
-116.42,33.68,15,3895,782,900,529,2.2208,138300
-120,38.93,17,8005,1382,999,383,3.9722,313400
-118.18,33.77,39,1645,547,1339,499,1.5536,155000
-120.43,34.93,4,2866,648,1311,578,2.8649,186500
-118.2,33.98,38,867,243,950,235,1.8929,163100
-119.75,36.74,39,1740,351,1098,347,1.8958,51300
-120.67,35.62,6,12779,2441,6085,2157,3.8661,168100
-122.26,37.55,17,1321,425,683,408,4.7045,500001
-120.63,38.68,14,1821,316,769,266,3.0789,131700
-121.29,38.67,20,1992,363,889,346,3.6516,130500
-123.1,38.97,36,1211,247,697,251,2.5761,94900
-121.24,37.94,5,2232,488,1857,435,2.8705,113600
-115.85,34.2,34,3868,1257,890,423,1.3571,41000
-118.03,34.06,36,1018,305,1307,292,2.1453,162100
-118.01,34.13,36,1332,217,648,203,4.7159,365900
-118.12,34.04,35,1064,203,608,201,4.0938,246900
-122.49,37.79,52,2488,281,805,295,10.7058,500001
-122.07,37.06,31,1634,370,939,332,3.8625,232300
-118.14,33.89,37,1159,238,740,243,4.9107,179600
-119.53,36.78,20,2822,479,1372,455,4.5625,136900
-122.46,37.75,26,2192,438,954,456,4.5352,374200
-122.72,38.44,52,1059,281,627,273,1.5357,137500
-122.04,37.54,26,2145,369,1285,377,4.9464,223800
-122.27,37.81,10,875,348,546,330,0.76,162500
-122.08,37.87,26,2405,564,680,531,2.4896,73400
-118.12,33.84,37,2143,382,1047,377,4.4423,216000
-118.37,34.17,42,1713,416,1349,427,3.2596,191800
-119.29,36.55,21,2467,520,1721,515,2.5521,65600
-121.29,38.63,24,2868,527,1284,487,3.3182,213000
-122.06,37.35,31,1795,281,872,282,8.0599,381800
-116.89,32.99,14,2816,501,1448,452,5.0278,210900
-118.15,33.77,27,3043,787,1398,747,3.5528,271100
-121.92,37.31,34,876,150,424,163,5.2769,241100
-118.32,33.35,27,1675,521,744,331,2.1579,450000
-117.7,33.6,26,2283,506,634,469,2.3774,74300
-118,33.9,35,1758,309,972,338,4.3831,209800
-117.79,33.71,16,6339,862,3132,825,7.1069,313400
-121.83,37.4,27,1145,150,492,160,5.716,348300
-121.43,37.73,40,1718,391,1312,388,2.9955,134700
-118.36,34.03,43,1690,379,1017,359,2.1078,133500
-118.46,34.25,33,2202,433,1135,407,4.2143,224200
-118.37,33.81,36,2031,339,817,337,5.1271,458300
-122.46,37.64,26,2806,375,1617,396,5.3922,353700
-118.22,33.98,34,2225,753,2980,736,1.6685,128800
-117.22,33.9,8,8302,1461,5155,1370,4.0467,121500
-121.29,37.8,6,110,26,69,24,3.7292,475000
-118.35,34.08,52,1710,350,727,355,4.5833,333900
-121.81,37.29,15,5957,1037,3838,997,6.2907,253100
-117.41,34.58,14,859,212,541,181,1.6838,57900
-122.04,37.08,20,467,95,229,86,4.8,261500
-121.29,37.96,52,287,119,154,85,0.8738,75000
-117.91,33.63,32,1901,400,946,418,2.7264,311100
-122.03,38,25,3577,581,1753,593,5.7295,178300
-120.61,35.12,31,1486,345,823,322,2.6974,165400
-122.05,38.25,39,199,36,101,38,6.2299,105400
-118.21,34.09,39,1287,353,1171,345,1.6118,138500
-118.41,34.18,35,1975,384,882,406,4.375,291700
-118.47,34.01,44,2175,475,1019,448,4.793,470800
-121.8,37.34,25,1642,297,1146,279,5.2088,231400
-117.04,32.72,24,5474,955,3020,904,4.0813,137000
-118.37,33.84,32,1751,328,819,323,6.7105,339000
-117.32,33.99,27,5464,850,2400,836,4.711,133500
-118.01,33.67,13,2902,536,1125,490,5.888,447700
-118.24,33.95,21,1260,342,1167,310,0.9708,107600
-122.28,37.78,50,1487,306,730,327,2.5139,219000
-121.54,36.99,27,2361,449,1782,397,3.2614,305000
-119.74,34.44,26,4257,1031,1861,950,3.4047,294500
-117.1,32.56,16,2687,501,1502,480,3.75,146800
-118.42,34.08,48,2413,261,770,248,15.0001,500001
-121.47,38.55,24,979,287,546,291,1.186,67000
-118.05,34.15,32,5131,665,1877,622,8.2004,500001
-118.04,34.12,39,2522,380,1113,357,5.2249,445200
-123.84,39.83,19,1461,340,515,227,1.5278,145800
-118.3,34.06,23,2512,1203,3720,1118,1.7896,322200
-117.1,32.75,15,2422,774,2120,715,1.0617,92400
-118.66,34.19,23,7544,1031,3221,1043,7.642,374900
-121.46,38.55,52,3126,648,1789,558,1.7616,84100
-117.66,33.57,16,4277,565,1642,549,8.0082,286600
-119.99,36.8,45,1270,242,598,214,3.2813,105400
-121.34,38.66,18,4164,963,2032,898,2.119,133100
-121.52,38.57,43,2360,471,1041,452,2.89,86200
-122.25,37.45,34,2999,365,927,369,10.2811,500001
-120.39,36.78,11,1947,488,2104,486,1.7184,55200
-121.95,37.28,19,7027,1847,3759,1753,3.1509,242900
-122.29,37.91,40,2085,329,796,339,5.5357,273700
-122.3,37.88,46,1647,376,854,355,2.9,144800
-121.41,36.84,23,1771,356,1105,338,3.7049,192200
-122.44,38.03,13,4284,1042,2146,937,4.1289,179200
-121.81,37.31,15,1898,395,1527,381,4.4792,212500
-120.87,38.71,13,2692,470,1302,420,4,167400
-117.08,32.62,16,5192,1381,3261,1321,2.2685,151900
-117.19,32.79,36,1514,258,665,278,3.8571,235100
-122.17,37.46,47,2312,332,1044,282,9.459,500001
-121.4,38.53,38,152,30,65,35,0.9274,67500
-121.89,37.67,19,2034,288,852,295,6.5285,300400
-122.08,37.63,33,691,127,431,149,4.25,192600
-120.99,38.67,8,4913,744,2005,723,5.4413,187900
-117.32,34.55,18,279,59,188,60,0.8246,91700
-117.15,34.03,26,5305,701,1818,676,6.1461,217100
-118.99,37.63,10,7744,1573,483,224,3.2917,231800
-118.96,36.49,24,1268,269,636,183,1.742,118800
-122.05,37.63,5,3785,936,2240,792,3.2829,162500
-117.69,33.55,3,1618,266,710,246,6.0743,274300
-118.11,33.81,36,1252,209,558,214,3.9722,235600
-120.76,38.65,17,2319,430,1126,372,3.5511,155900
-117.66,33.59,18,4552,706,1918,671,7.5791,288100
-121.84,36.62,26,32,8,27,10,2.225,150000
-121.79,36.93,19,2512,509,1856,537,3.1815,189100
-121.67,39.18,26,2121,375,1125,366,3.3958,94600
-122.27,37.84,52,1688,337,853,325,2.1806,99700
-118.1,34.08,21,1349,352,1188,330,2.5,182100
-117.19,33.64,12,1481,265,757,243,3.235,210700
-122.63,38.25,20,3460,602,1707,568,3.7115,181900
-118.34,34.02,44,1527,246,608,245,4.0357,187800
-121.89,37.23,20,7754,976,3094,941,8.19,361600
-118.43,34.43,5,21113,4386,9842,3886,4.2037,194600
-118.93,34.82,24,806,168,323,136,3.5,113900
-118.49,34.05,45,1346,214,415,209,7.0285,500001
-118.61,34.2,16,1718,467,896,475,3.6296,160900
-122.18,37.77,27,909,236,396,157,2.0786,97500
-116.9,33.65,15,652,149,248,97,2.1071,93800
-117.99,33.82,33,2342,475,1367,509,4.1167,215500
-122.5,37.6,35,2197,369,971,326,4.25,241700
-117.34,34.08,35,1380,248,730,264,3.2305,93700
-116.87,33.93,32,3141,812,2589,721,1.4556,54600
-121.47,38.95,34,2129,350,969,314,2.7039,106300
-117.23,32.72,38,2827,581,972,558,3.2361,500001
-122.3,41.31,29,4059,787,1700,702,2.4526,97100
-121.85,37.36,15,3148,1116,3556,1037,3.0466,159600
-117.71,33.6,25,3011,714,893,654,2.3387,74800
-116.88,32.81,35,2926,562,1590,506,4.2014,143200
-118.29,34.05,18,3585,1661,5229,1534,1.847,250000
-121.01,37.62,35,2074,477,1687,431,2.0885,73700
-122.11,37.67,38,1035,247,599,224,3.0917,167200
-122.79,38.48,7,6837,1417,3468,1405,3.1662,191000
-118.13,34.11,52,2568,345,1102,345,9.1373,500001
-122.26,38.1,24,1213,395,699,386,1.3007,94600
-122.25,37.86,52,1389,191,514,202,7.0897,446200
-119.5,35.27,23,3827,696,1993,617,3.0742,57900
-122.02,37.29,25,3845,492,1461,475,10.3979,500001
-122.1,40.03,25,2516,543,1266,494,1.7566,58400
-118.09,34.01,42,897,229,1094,238,2.0729,114100
-122.34,37.93,30,2515,481,1327,428,2.1287,95000
-121.89,38.01,30,4114,743,1994,722,4.2227,134400
-118.31,33.92,35,1307,246,672,219,4.8456,146400
-121.54,39.6,15,886,204,576,205,2.1467,84100
-118.22,34.52,7,4524,735,2298,717,6.5538,311600
-118.4,33.86,41,2237,597,938,523,4.7105,500001
-118.08,33.97,38,1026,190,789,193,4.2,163200
-122.3,38.3,52,1128,207,450,197,3.3542,154600
-122.49,37.6,33,3507,669,1697,660,4.0795,270600
-119.61,34.43,16,2665,391,794,311,9.0267,500001
-116.51,33.84,16,980,193,454,185,4.0729,1e+05
-116.99,32.74,17,3101,547,1410,486,3.1771,189900
-121.4,38.63,31,1540,452,1079,444,1.8571,98700
-117,32.85,24,1888,319,950,319,5.282,140800
-120.63,37.41,27,2083,444,1462,479,2.6439,69100
-117.91,33.83,9,1160,368,735,325,1.119,175000
-118.09,33.93,37,1950,356,1183,338,4.1449,175300
-122.49,37.76,49,1637,304,729,281,4.3281,323100
-117.5,33.92,28,2101,337,1061,348,4.55,146800
-122.13,37.7,19,3516,710,1810,703,3.9032,218000
-117.92,33.98,10,16414,2919,8907,2714,6.1552,362500
-117.11,34.43,14,3026,556,1349,485,2.8021,111200
-117.32,33.87,15,826,138,440,134,4.8125,173900
-118.18,33.99,35,1230,407,1512,364,2.152,170800
-122.49,37.89,23,1650,403,541,336,6.0238,500001
-122.18,37.75,46,941,218,621,195,1.325,87100
-118.31,34.22,27,7714,1132,3199,1100,7.1262,446200
-122.72,38.42,26,3604,734,2605,704,3.0969,143800
-122.24,37.72,5,18634,2885,7427,2718,7.611,350700
-118.24,34.06,8,1204,552,1074,517,1.0227,87500
-121.03,39.21,28,2843,535,1310,525,3.2337,123100
-122.89,38.38,16,2017,369,931,336,5.7664,267500
-117.08,32.58,15,1462,274,1002,271,3.9698,142700
-118.04,34.11,44,773,120,405,121,5,447100
-120.73,37.38,37,653,176,827,176,1.9236,64400
-118.05,34.08,34,572,154,752,182,2.0433,138800
-122.25,38.11,49,2365,504,1131,458,2.6133,103100
-117.66,34.14,11,3628,469,1488,463,7.0844,325000
-118.54,34.19,33,2205,453,1242,419,4.1319,203700
-122.52,37.95,37,350,57,179,69,6.2862,500001
-122.27,37.86,52,1769,372,849,365,2.6914,218800
-118.44,34.07,21,730,263,965,224,2.0511,350000
-121.31,37.96,52,1938,332,788,320,3.6094,118400
-119.09,35.43,28,254,35,118,37,4.8571,237500
-118.35,34,28,3085,621,1162,558,3.25,301000
-118.1,33.92,35,2017,383,1388,386,4.0774,171600
-116.8,32.8,11,3874,565,1672,546,6.1481,274600
-121.81,38.01,52,1124,245,528,226,2.2639,128500
-122.26,38.16,23,2840,491,1586,466,4.0337,130400
-118.65,34.2,23,7480,1084,3037,1058,6.9223,338400
-122.15,37.74,49,1494,316,611,288,2.2,187500
-120.95,37.61,17,4054,654,2034,667,4.6833,142200
-120.35,39.34,29,1986,474,337,100,4.0278,95800
-122.43,37.8,52,1006,251,349,233,3.2235,5e+05
-119.3,34.29,50,3128,825,2535,783,2.3669,165300
-118.26,34.24,35,1666,280,788,273,6.6277,344400
-122.15,37.46,52,1803,257,683,259,10.9508,500001
-118.29,34.06,27,2456,1111,4137,1104,1.5954,187500
-122.25,38.05,30,1255,297,779,307,1.6767,147700
-117.24,32.75,36,2831,669,1279,660,2.9896,252700
-122.26,38.11,52,2573,639,1238,529,2.6708,109700
-120.86,35.39,23,1664,355,629,279,2.7344,188300
-117.72,33.62,21,2322,518,662,457,3.1679,110000
-117.87,33.89,25,1142,162,486,150,7.1472,270100
-117.9,33.63,32,3556,521,1381,537,6.1426,450700
-121.52,39.51,30,3085,610,1688,575,2.334,72200
-118.13,34.15,18,1665,477,1095,390,2.6038,155600
-122.02,37.26,34,1764,243,692,223,8.0331,500001
-120,38.92,17,1106,207,466,180,3.3295,126600
-117.66,34.09,26,1151,200,593,188,3.6667,166300
-122.41,37.6,26,2754,402,1128,395,6.3719,466900
-121.37,38.69,29,2103,380,1124,387,3.0833,87000
-122.26,38,14,2338,391,1003,398,4.2269,170500
-118.2,33.99,33,1134,375,1615,354,2.1468,141700
-121.79,38,36,1141,234,562,213,2.5893,108500
-122.12,37.82,26,2269,317,918,313,6.6657,364500
-122.07,37.38,26,1272,306,562,284,4.5644,280200
-121.29,38.1,14,1551,297,785,281,3.775,163300
-122.36,37.72,10,479,125,355,108,2.7083,180400
-117.84,33.74,22,6072,1802,4715,1666,3.1353,121400
-122.11,37.43,35,3584,535,1405,538,7.3023,451300
-118.62,34.21,26,3234,517,1597,513,6.1074,258600
-118.3,34.19,51,1502,243,586,231,4.375,332400
-118.02,34.05,28,991,255,1145,265,2.3611,167000
-122.3,37.84,14,7355,2408,3100,2051,4.0018,143800
-122.14,37.68,35,2976,518,1424,538,4.267,210300
-121.97,37.76,8,3743,581,1633,567,6.7027,381900
-118.02,34.06,26,2929,970,3792,817,2.2577,173800
-118.13,33.93,34,2122,517,1578,488,3.1496,191900
-118.5,34.15,33,3104,387,1111,376,13.4196,500001
-117.85,34.13,31,1959,318,1021,303,4.3145,233000
-117.13,33.14,16,1649,278,993,277,4.8526,170700
-122.21,37.47,26,1777,555,1966,497,3.0472,211000
-119.92,34.44,17,2143,324,1073,330,6.0321,402600
-117.05,32.61,31,4033,715,2585,715,3.5096,139900
-122.29,37.91,38,2591,424,905,378,5.1691,263200
-122.12,37.45,38,1276,314,955,287,2.0096,155700
-117.84,35.35,28,1913,486,858,371,1.9962,50800
-122.48,37.78,52,3047,641,1427,620,3.4883,337200
-122.43,37.75,52,2960,623,1191,589,3.95,347700
-118.18,33.74,30,5915,1750,2136,1503,4.0968,310000
-121.42,38.63,42,1385,273,740,274,2.6055,78000
-117.25,34.13,33,2898,503,1374,487,3.6856,90000
-119.62,37.33,7,3389,621,1268,474,3.0224,147800
-116.92,32.82,17,2492,494,1278,439,2.8875,155700
-122.41,37.8,52,2583,672,1335,613,3.1477,500001
-118.41,34.25,19,280,84,483,87,1.95,137500
-122.25,38.17,34,778,137,406,136,4.2955,121300
-117.34,33.96,15,6437,1298,2805,1205,4.1883,184500
-117.98,33.94,36,4297,717,2038,700,5.2851,258800
-118.32,34.01,52,3104,645,1498,581,2.6667,128000
-117.93,33.74,5,639,197,666,197,3.3017,87500
-117.13,32.91,16,3230,579,1825,576,4.2969,151200
-117.22,33.22,17,3675,672,1693,597,3.3882,190800
-117.82,33.89,24,2168,421,1050,397,4.6172,238300
-117.81,33.79,25,5950,1155,4528,1064,4.2564,204600
-116.38,34.2,14,4985,1238,2517,954,2.0674,65000
-122.27,37.85,52,4076,920,1800,815,2.7054,182300
-121,37.64,52,530,177,325,158,1.1875,90600
-117.37,33.2,29,1315,311,1425,306,2.0272,99600
-117.2,32.8,33,2573,436,1084,443,4.2417,294100
-121.73,36.86,28,827,178,703,144,4.4271,175700
-122.21,37.43,33,1606,254,727,271,8.6963,500001
-118.36,33.96,26,3543,1055,2742,951,2.5504,151300
-118.25,33.93,42,763,191,754,174,2.0486,101800
-120.93,35.76,11,8997,1698,1825,756,3.23,154300
-117.2,32.85,26,2298,549,980,555,2.4207,213500
-121.35,38.03,8,1904,255,895,242,5.7201,155700
-120.52,35.06,11,1317,234,655,243,4.3611,329700
-117.97,33.77,20,1988,424,1277,425,2.9414,162200
-121.99,37.96,17,2756,423,1228,426,5.5872,200600
-121.94,37.24,35,1484,244,664,238,4.675,245300
-117.06,32.8,17,2247,340,973,318,5.5,222000
-118.11,33.95,34,1723,279,617,252,6.7501,4e+05
-118.18,33.78,20,1852,556,1712,556,1.4565,152500
-118.28,34,44,2636,725,2182,651,1.432,124000
-122.32,37.99,24,4865,968,2315,893,4.2852,173500
-122.45,37.66,36,5456,926,2761,916,4.7755,280700
-122.13,37.66,19,862,167,407,183,4.3456,163000
-119.65,36.32,11,1294,314,713,290,1.5433,50400
-117.51,34,36,3791,746,2258,672,3.2067,124700
-121.75,36.93,24,4026,881,2264,863,3.1327,218100
-122.04,36.96,42,538,107,200,104,2.1667,196400
-117.32,34.06,52,802,160,564,131,2.1591,63500
-122.52,38.27,18,2405,390,872,367,5.2155,248300
-117.24,34.04,17,3362,507,1520,496,6.1986,214500
-122.26,38.15,16,3921,727,2830,680,4.5053,123700
-117.9,33.74,25,808,163,1066,189,4.7679,173100
-121.76,37.23,16,4274,715,2240,704,5.4218,233900
-122.02,37.54,31,1240,264,719,236,3.535,210300
-118.13,34.16,52,1872,357,984,364,4,250400
-122.37,37.59,52,2272,403,963,376,5.7245,5e+05
-118.32,34.1,30,2193,965,2197,836,1.8277,137500
-117.32,34.07,52,1226,269,693,272,1.9963,76900
-122.06,37.73,5,3596,467,1738,512,7.0568,412500
-118.6,34.2,10,2869,941,2162,829,3.2297,150000
-114.31,34.19,15,5612,1283,1015,472,1.4936,66900
-117.24,32.75,33,1980,614,1057,567,2.2042,231300
-119.61,36.56,34,1911,497,1886,481,1.625,53000
-117.87,33.59,44,2499,396,910,374,6.6544,500001
-117.41,33.97,34,2316,365,956,389,4.337,157800
-122.6,38.11,19,1752,328,873,336,3.8068,201600
-117.89,33.75,34,2753,654,3117,631,3.1713,170100
-118.1,34.01,29,2077,564,2087,543,2.66,189200
-117.6,33.98,26,1225,199,717,204,2.7284,225000
-119.67,37.27,13,5087,981,2284,913,2.7413,123100
-117.06,32.63,29,4168,742,2096,713,4.2204,169800
-118.13,33.97,36,1759,295,837,267,4.6992,251900
-118.68,34.27,16,4637,941,2476,878,4.0568,225200
-117.13,32.71,38,993,246,760,205,1.1563,82700
-119.71,34.4,36,1846,358,748,329,4.2283,326800
-118.06,34.1,38,3229,636,1599,609,3.8646,257100
-118.38,33.85,28,4430,928,2131,885,4.9384,378100
-119.27,35.87,12,972,269,1134,286,1.63,49500
-118.17,34.68,13,5341,773,2288,724,6.6772,185600
-122.2,37.78,45,1766,332,869,327,4.5893,163500
-118.2,33.92,42,1411,314,1432,322,3.0871,138800
-118.83,34.14,16,1316,194,450,173,10.1597,500001
-122.27,37.88,52,2803,930,1372,876,2.1907,271400
-120.37,34.69,18,1868,315,747,265,4.7946,290600
-119.12,36.05,27,1575,321,1063,317,2.1477,53900
-118.28,34.18,50,2195,336,878,309,6.884,365600
-122.04,38.28,25,3304,493,1464,488,5.2527,130600
-121.49,38.58,52,1000,324,456,250,1.4375,168800
-118.11,33.85,36,887,163,482,157,4.125,219500
-121.83,37.99,23,1970,296,935,279,4.4853,145900
-117.15,32.76,36,2644,674,1211,654,3.0445,214800
-117.96,34.04,34,1381,265,1020,268,4.025,146900
-116.95,32.79,19,11391,3093,7178,2905,2.0326,123200
-117.9,34.1,31,3007,653,1766,616,3.7083,166000
-118.19,33.96,28,3507,969,3740,970,2.0162,142000
-116.53,33.95,18,2990,648,1280,532,2.625,68200
-121.91,37.31,16,2962,898,1555,795,2.5804,216300
-118.83,35.2,17,1959,484,1763,453,2.1357,53500
-118.18,33.78,52,1180,381,1046,332,1.5603,162500
-118.19,33.86,38,2009,524,1449,451,2.7045,155400
-122.66,38.81,22,852,176,461,142,3.4375,83300
-122.26,38.04,41,2512,539,1179,480,2.694,123000
-121.25,38.03,29,2465,327,859,315,6.6605,220700
-119.3,36.33,44,2060,414,819,355,2.8795,77000
-116.17,33.53,13,1713,512,1978,442,2.1287,58600
-121.2,38.02,44,608,108,287,83,3.3882,125000
-118.09,34.74,34,1218,285,797,248,2.4348,104800
-118.31,35.74,18,2327,642,799,335,1.8419,92300
-117.95,33.69,24,4269,618,1954,597,6.9261,284600
-121.4,38.47,4,20982,3392,10329,3086,4.3658,130600
-117.23,33.83,2,1424,251,681,192,4.0833,1e+05
-117.89,33.88,33,1582,256,771,240,5.3836,229600
-121.63,39.14,39,1874,411,822,377,2.5038,68300
-118.2,33.93,36,1191,345,1193,295,2.5185,138800
-117.87,33.87,7,2663,642,1367,677,4.6563,162400
-121.24,38.68,20,1402,236,676,236,3.7426,135500
-117.59,33.91,7,10223,1491,5205,1509,5.4872,203400
-118.27,34,48,1869,461,1834,441,1.7052,107400
-120.93,39.9,20,1511,328,791,320,2.0221,70900
-118.17,34.04,43,908,232,1005,224,1.75,134000
-118.31,34.02,46,1976,469,1409,431,2.2981,112100
-122.42,37.76,52,2038,629,2007,596,2.5701,266700
-122.04,36.95,27,1987,374,961,343,3.9667,265800
-118.22,33.9,35,1649,424,1786,388,1.4091,105600
-120.54,38.75,9,3006,540,1102,418,3.9812,136600
-121.1,38.92,21,4064,871,1847,859,3.0321,135500
-118.98,35.37,35,825,179,670,181,1.1638,57900
-122.27,37.85,47,2077,400,719,326,2.2431,172700
-122.47,37.76,52,2465,489,1170,498,4.0793,306700
-121.63,37.1,14,5034,797,2124,790,4.9028,335000
-117.92,33.61,37,1244,173,394,154,10.3682,500001
-122.41,37.76,52,2064,496,1726,466,3.4028,233300
-117.1,32.68,47,1044,274,1003,280,1.7802,97800
-118.12,33.94,33,2206,393,973,364,4.675,283000
-118.06,34.02,25,3548,639,2653,664,5.2557,188800
-119.31,36.32,23,2945,592,1419,532,2.5733,88800
-118.44,34.06,13,4833,1119,1649,807,6.2389,500001
-118.16,33.88,33,2180,522,1634,467,3.0114,167000
-117.82,33.89,21,3079,509,1431,480,4.0714,278900
-117.23,32.87,15,2290,662,1034,594,3.0104,204200
-119.74,36.73,42,1236,272,946,261,2.0536,50000
-121.03,37.62,46,2331,508,1210,484,2.5313,77700
-117.27,33.92,13,8443,1744,4885,1470,3.0907,127200
-121.9,37.26,20,4447,661,2062,660,6.8088,283300
-122.29,37.52,33,4104,751,1837,771,5.3506,388100
-117.15,33.16,5,4750,962,2726,905,3.5839,158500
-122.11,37.7,29,1298,306,835,338,2.3274,170400
-117.89,34.12,35,1470,241,885,246,4.9239,168800
-120.47,34.65,32,2193,430,1074,377,2.3333,130200
-117.99,33.88,42,1461,302,986,314,3.9559,161100
-117.31,34.11,38,1208,321,1225,317,1.4663,64000
-122.42,37.76,52,4001,1084,2129,1037,3.5052,391200
-122.05,37.68,32,2015,318,1019,340,6.1104,240700
-117.87,34.09,36,1267,191,640,200,5.2405,220000
-118.29,34.06,23,2040,778,2235,697,1.9309,233300
-118.14,33.75,39,1995,634,867,567,4.0795,4e+05
-117.31,33.97,28,3420,691,1502,656,3.4896,140300
-117.14,32.92,6,3069,750,1541,736,3.814,132500
-118.41,33.97,44,2298,388,849,360,5.5941,363500
-121.68,39.29,29,1860,400,1137,365,1.5281,61600
-117.7,33.63,16,4428,745,1525,682,5.2325,286800
-117.27,34.09,36,848,186,737,169,0.9838,79300
-119.02,35.41,41,2221,516,1106,473,1.97,51900
-122.7,38.45,39,2015,335,640,315,4.1734,240500
-121.21,37.8,31,699,186,460,170,2.7443,94200
-122.18,37.47,37,2848,328,852,327,13.367,500001
-124.18,40.78,34,1592,364,950,317,2.1607,67000
-118.37,33.86,28,2685,581,1243,529,4.119,324000
-118.6,34.13,20,14291,1934,5452,1875,9.1232,472000
-121.81,37.3,15,1929,345,1683,347,5.5248,235600
-119.19,34.2,36,1293,312,1128,335,2.1542,253900
-118.17,33.84,45,1853,328,945,320,5.0787,219200
-117.86,33.73,30,2651,572,3249,552,3.7202,182100
-118.6,34.02,36,2043,467,606,326,8.4331,500001
-121.26,38.66,19,3170,444,1344,452,6.1183,221600
-117.05,33.13,22,2427,390,1099,362,5.2323,167500
-121.42,36.85,7,1626,325,677,304,2.3125,170800
-117.71,33.97,10,10856,2278,6474,2199,3.851,137200
-122.64,41.74,33,2644,459,1113,483,3.3095,81300
-122.26,37.56,23,7283,1342,3399,1298,5.6683,391000
-120.24,39.35,8,4195,725,291,115,3.4792,180800
-118.08,33.88,27,3065,736,1840,719,3.6417,208100
-122.07,37.96,37,1217,199,552,194,5.0445,196200
-122.85,38.52,13,4808,848,2568,762,3.6583,183200
-121.49,38.54,37,1655,393,841,355,1.6932,78400
-124.14,40.57,29,2864,600,1314,562,2.1354,75100
-118.01,35.12,15,1926,361,917,316,3.3889,68500
-119.19,34.17,27,2183,364,1458,388,4.4567,191100
-121.83,37.38,31,3633,843,2677,797,3.2222,184800
-119.41,36.35,20,1743,340,1390,336,2.2222,52900
-119.72,36.73,9,1914,491,1116,424,1.4646,65900
-118.31,33.96,47,2005,392,1134,415,3.7143,140300
-116.6,33.06,23,1731,365,612,258,2.7813,172900
-118.35,33.95,28,4770,1328,3201,1196,2.681,147700
-122.02,38.38,16,808,137,371,145,6.0767,216400
-118.32,33.98,49,1993,446,1052,394,2.2138,119800
-122.23,37.48,33,3108,805,1895,717,3.3015,267700
-117.44,33.95,31,914,177,556,161,3.7344,115300
-118.15,34.04,44,647,142,457,143,3.6875,162500
-118.3,33.88,30,1348,333,885,322,3.2574,195300
