rating,name,postal_code,city,state,latitude,longitude,review_count,cuisine,WheelchairAccessible,WiFi,BusinessAcceptsCreditCards,Alcohol,NoiseLevel,RestaurantsPriceRange2,RestaurantsAttire,Smoking,RestaurantsReservations,OutdoorSeating,GoodForKids,avg_word_count,wine,chocolate,sum,dim,perfect,sweet,chinese,bread,breakfast,happy,loved,selection,manager,spot,corn,dessert,fantastic,sushi,super,bbq,pastries,crust,brunch,taco,perfectly,dish,asked,wonderful,phoenix,rice,waitress,flavors,mesa,bobby,highly,enjoyed,pho,local,flay,worst,fried,chef,croissant,cool,bakery,horrible,bianco,shop,bacon,cream,absolutely,salsa,spicy,hour,yelp,pittsburgh,enjoy,macarons,prices,italian,feel,friends,list,primanti,ingredients,tea,roasted,light,rude,pork,wings,lobster,ribs,places,chips,roll,terrible,pasta,mexican,cake,yummy,appetizer,ambiance,brisket,friend,cooked,seating,cute,outside,different,flavorful,free,unique,told,salmon,options,lux,town,delivery,huge
1,Chez Vous,85253,Scottsdale,AZ,33.56480602,-111.9245193,203,Bars,yes,free,yes,full_bar,quiet,2,casual,outdoor,no,yes,yes,85.1773399,3,28,1,0,23,31,0,3,35,10,12,4,2,15,0,35,10,0,17,0,1,3,21,0,6,7,12,28,3,0,4,2,0,0,6,15,0,2,0,1,4,1,25,4,0,5,0,0,7,6,17,0,0,1,15,0,16,4,3,0,17,9,3,0,5,1,8,12,11,0,0,0,0,11,0,1,2,0,0,0,4,0,6,0,21,8,13,20,14,12,3,1,0,10,7,1,0,12,0,1
1,V's Gourmet,44110,Cleveland,OH,41.5768879,-81.574876,33,Sandwiches,yes,no,yes,none,quiet,1,casual,outdoor,no,no,yes,104.4242424,0,1,0,0,0,4,0,1,0,2,1,1,0,2,4,2,2,0,4,2,0,2,0,0,2,0,0,2,0,13,0,2,0,0,1,1,0,0,0,0,30,0,0,0,0,0,0,0,0,2,1,0,2,2,3,0,3,0,3,0,0,1,1,0,0,0,0,1,0,0,2,0,6,1,0,0,2,0,0,12,0,0,0,0,1,2,0,0,3,3,3,0,0,4,0,3,0,2,0,3
1,Benjamins Western Avenue Burger Bar,15233,Pittsburgh,PA,40.4520989,-80.016762,149,Coffee & Tea,yes,no,yes,full_bar,average,2,casual,outdoor,no,yes,no,137.3691275,25,0,0,1,10,11,0,8,6,26,8,20,0,12,1,3,9,1,3,15,0,0,30,0,12,7,13,4,1,0,12,6,0,0,6,14,0,2,0,1,11,3,0,5,0,5,0,1,49,33,7,4,12,21,6,16,8,0,9,1,7,12,11,0,4,0,3,5,1,6,4,0,1,19,0,4,5,13,1,5,3,22,2,7,13,31,10,0,8,13,4,14,5,7,10,17,0,4,0,8
1,Nori Sushi,85050,Phoenix,AZ,33.67623116,-111.971345,264,Coffee & Tea,yes,free,yes,full_bar,average,2,casual,no,yes,yes,yes,87.63636364,7,3,0,0,13,20,0,0,0,49,13,10,26,22,5,19,14,316,21,1,0,0,1,0,10,22,20,13,21,25,30,8,0,0,15,9,0,2,0,4,10,13,0,11,0,1,0,0,0,14,9,3,30,49,20,1,11,0,23,1,8,11,5,0,8,31,0,11,5,3,0,19,7,21,1,118,4,0,1,8,12,7,9,0,6,9,10,5,23,15,6,24,8,15,41,8,0,7,1,5
1,Pizza Old Roma,85301,Glendale,AZ,33.5387272,-112.1831646,44,Pizza,yes,no,yes,none,average,1,casual,outdoor,no,yes,yes,88.86363636,1,1,0,0,3,1,1,0,0,5,3,0,0,2,0,0,0,0,12,0,0,14,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,2,0,2,0,0,0,3,0,0,0,3,0,0,1,0,0,2,2,0,2,0,2,0,3,6,1,0,0,2,0,2,0,0,8,0,0,6,1,0,0,0,0,0,3,1,0,0,1,2,1,0,3,3,0,3,0,3,0,1,0,3,0,0
1,Snug Harbor,28205,Charlotte,NC,35.219977,-80.8132486,52,Fast Food,yes,free,yes,full_bar,loud,1,casual,outdoor,no,yes,no,98.57692308,0,0,0,1,2,1,0,0,0,1,1,5,0,7,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13,0,0,0,1,0,0,4,0,0,0,0,0,6,0,1,0,3,7,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,5,0,1,1,11,4,0,3,0,0,0,0,0,9,0,1
0,Something Classic Cafe,28203,Charlotte,NC,35.200946,-80.842701,17,Sandwiches,yes,free,yes,none,average,2,casual,outdoor,no,no,yes,139.5882353,7,0,0,0,1,0,0,1,0,1,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,7,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,2,0,0,0,1,0,0,0,0,4,0,0,0,2,0,3,0,0,0,0,0,0,2,0,2,2,0,0,0,2,0,4,0,1,0,0
1,New York Pastries & Pasteleria,28217,Charlotte,NC,35.179891,-80.880139,7,Pizza,yes,free,yes,none,average,1,casual,outdoor,no,no,yes,77,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0
1,Mr D's Sportsbar & Grill,89146,Las Vegas,NV,36.1513108,-115.2427054,44,Sandwiches,yes,free,yes,full_bar,loud,1,casual,yes,no,yes,no,105.3409091,0,0,0,0,2,2,0,0,0,2,1,0,1,3,2,0,0,0,3,0,0,0,0,0,2,0,3,0,0,0,10,0,0,0,0,1,0,3,0,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,3,0,7,0,2,4,1,0,0,0,0,1,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,2,0,4,1,0,3,0,5,0,0,0,4,0,1
0,Domino's Pizza,53703,Madison,WI,43.0735746,-89.3929228,16,Sandwiches,no,no,yes,none,quiet,2,casual,outdoor,no,no,yes,100,0,1,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4,0,1,0,1,0,0,5,0
0,Gianni's Pizza,15071,Oakdale,PA,40.4401131,-80.2104097,3,Fast Food,yes,free,yes,none,average,1,casual,no,no,no,yes,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,The Liberty,28203,Charlotte,NC,35.2114719,-80.8584451,313,Fast Food,yes,free,yes,full_bar,average,2,casual,no,yes,yes,yes,155.3578275,16,8,2,3,26,25,0,13,6,12,15,74,16,16,0,36,20,0,21,12,0,3,38,0,19,25,47,10,0,0,63,9,0,1,12,28,2,20,0,7,31,9,0,31,0,3,0,2,51,6,12,0,10,16,13,0,17,0,11,0,27,37,32,0,5,8,11,15,8,37,1,9,10,15,60,3,9,0,0,10,14,33,9,14,23,38,16,3,21,23,8,13,9,26,10,27,0,30,0,22
1,Pine Garden Restaurant,44053,Lorain,OH,41.4504,-82.204025,16,Mexican,yes,no,yes,full_bar,average,1,casual,no,yes,no,yes,95,0,0,0,0,0,2,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,2
0,Starbucks,28209,Charlotte,NC,35.17128849,-80.85067282,52,Coffee & Tea,yes,free,yes,none,average,2,casual,outdoor,no,yes,yes,94.96153846,2,4,0,0,1,0,0,0,0,4,0,0,2,9,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,3,0,0,0,2,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,0,6,1,0,4,0,4,0,0,0,1,0,1
1,Tea Swirl,85281,Tempe,AZ,33.4227177,-111.925843,66,Burgers,yes,free,yes,none,average,1,casual,outdoor,no,no,yes,88.3030303,0,0,0,0,17,17,1,0,0,8,6,2,0,8,0,1,1,0,13,0,0,0,0,0,7,0,4,0,7,0,0,5,1,0,2,2,0,0,0,0,0,0,0,5,1,1,0,8,0,3,1,0,0,1,3,0,1,0,0,0,0,1,0,0,1,152,2,4,0,0,2,0,0,8,0,0,1,0,0,0,1,0,0,0,3,4,2,3,0,4,3,6,2,2,0,4,0,2,0,1
0,Mi Amigo's Mexican Grill,85004,Phoenix,AZ,33.4521542,-112.0686202,145,Breakfast & Brunch,yes,free,yes,full_bar,average,2,casual,outdoor,yes,yes,yes,93.97931034,0,1,0,0,3,6,0,1,0,31,3,2,9,7,8,4,6,0,10,0,0,0,0,28,4,4,11,5,26,31,32,0,0,0,0,9,0,2,0,9,10,1,0,2,0,3,0,0,0,6,2,75,5,32,3,0,3,0,17,0,2,4,1,0,3,3,1,5,3,3,0,0,5,4,60,2,2,1,82,0,3,2,1,0,5,7,6,1,1,5,7,6,0,13,0,5,0,3,0,7
1,Sonic Drive-In,85306,Glendale,AZ,33.6126254,-112.2025908,10,Bakeries,yes,no,yes,none,average,1,casual,outdoor,no,yes,yes,62.9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0
1,Danny's Deli,44114,Cleveland,OH,41.507148,-81.682989,34,Mexican,yes,free,yes,none,average,1,casual,no,no,no,yes,94.47058824,0,0,0,0,1,0,0,2,26,1,0,1,0,5,1,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,3,0,0,0,1,0,0,2,0,0,0,0,2,3,0,0,0,0,8,0,1,0,0,2,4,0,1,0,3,0,5,1,2,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,1,1,2,1,0,1,1,0,1,0,1,0,0,0,1,0,1
1,Carolina Doughnuts,28217,Charlotte,NC,35.186718,-80.90868,4,Bars,yes,free,yes,none,average,1,casual,outdoor,no,no,yes,51.75,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Maryln's Fish & Chips,85041,Phoenix,AZ,33.396343,-112.073687,93,Sandwiches,yes,no,yes,none,average,1,casual,outdoor,no,yes,yes,90.59139785,0,0,0,0,4,3,0,3,0,3,4,4,0,3,4,1,2,0,9,4,0,1,0,2,3,3,2,2,13,0,0,1,0,0,3,5,0,4,0,1,33,0,0,6,1,0,0,0,0,5,3,0,6,3,12,0,6,0,6,0,3,1,1,0,2,0,0,2,0,0,16,0,0,6,46,1,1,0,1,1,1,0,0,0,0,7,0,1,1,5,1,2,0,3,0,1,0,5,6,6
0,Hogs and Heifers,89101,Las Vegas,NV,36.1718195,-115.1423041,180,Sandwiches,yes,free,no,full_bar,very_loud,2,casual,yes,no,no,yes,114.8944444,2,0,0,0,3,4,0,0,0,10,9,3,3,5,0,0,1,0,7,3,0,0,0,0,1,0,6,2,0,0,0,0,0,0,3,5,0,7,0,2,0,0,0,20,0,4,0,9,0,0,6,0,0,5,5,0,10,0,12,0,9,25,3,0,0,1,0,7,13,0,0,0,0,5,0,3,5,0,0,0,0,0,0,0,10,0,2,6,8,1,0,8,2,11,0,1,0,9,0,8
0,Pointe In Tyme,85020,Phoenix,AZ,33.59644095,-112.0646687,77,Bars,yes,free,yes,full_bar,average,2,casual,outdoor,yes,yes,yes,118.7142857,8,8,1,0,2,5,0,9,40,0,6,5,3,1,2,11,3,0,2,2,1,1,7,0,2,7,8,5,6,3,12,1,0,0,2,9,0,0,0,3,6,5,1,2,0,2,0,0,4,3,2,0,3,1,1,0,3,0,2,1,5,4,0,0,0,1,0,4,1,4,2,1,7,1,0,0,1,10,0,12,2,7,3,1,0,13,0,0,1,14,2,4,1,2,18,3,0,3,0,8
1,Schubert's Downtown Restaurant,53572,Mount Horeb,WI,43.008927,-89.738852,34,Fast Food,yes,free,yes,none,average,2,casual,no,no,no,yes,112.9117647,0,3,0,0,1,6,0,12,25,0,1,0,0,0,0,1,3,0,2,1,4,0,1,0,2,3,3,4,0,1,4,0,0,0,0,0,0,7,0,0,2,0,0,1,6,0,0,0,1,1,0,0,0,0,2,0,0,0,6,0,3,0,1,0,2,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,1,0,1,4,1,2,1,3,0,3,0,2,0,3,0,13,0,1
1,Don Ramon,44128,Cleveland,OH,41.427684,-81.4985484,27,Bakeries,yes,paid,yes,full_bar,average,2,casual,outdoor,yes,yes,yes,86.11111111,0,1,0,0,1,2,0,0,0,1,3,1,0,2,0,0,0,0,2,0,0,0,0,2,1,4,1,0,0,4,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,16,5,1,1,0,0,0,2,0,0,1,1,0,1,0,0,0,0,2,0,1,0,2,11,1,0,0,22,0,0,0,0,0,0,0,0,1,2,3,1,1,0,0,0,3,0,0,0,5
1,Tavern on the Creek,85032,Phoenix,AZ,33.62848489,-112.0302015,4,Bakeries,yes,no,yes,none,average,1,casual,outdoor,no,yes,yes,54.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
1,Martorano's,89103,Las Vegas,NV,36.112428,-115.171519,194,Italian,yes,free,yes,full_bar,loud,3,casual,outdoor,yes,no,no,121.6597938,31,2,0,0,19,7,2,30,0,7,14,8,16,3,0,14,8,0,11,0,0,2,0,0,11,49,30,6,0,2,8,2,0,0,9,11,0,1,0,6,18,22,0,14,0,7,0,1,0,2,12,0,14,6,3,0,14,0,23,86,10,8,4,0,5,3,1,9,3,9,1,2,2,7,1,0,4,73,0,2,2,31,10,0,8,20,2,1,13,8,8,5,3,21,0,11,0,5,3,7
0,Ruby Tuesday,44070,North Olmsted,OH,41.418512,-81.9185118,25,Burgers,yes,free,yes,none,average,2,casual,outdoor,yes,no,yes,146.2,0,0,0,0,1,0,0,0,0,1,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,1,6,2,0,0,2,0,0,0,1,1,0,0,0,2,3,0,0,1,0,1,0,0,0,1,1,0,0,3,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,2,0,0,4,3,0,0,0,3,0,0,0,3,0,0,1,2,0,0,0,0,1,4,0,1,1,2,0,0,0,1
0,KFC,89139,Las Vegas,NV,36.0516222,-115.2432181,18,Coffee & Tea,yes,free,yes,none,average,1,casual,outdoor,no,no,yes,78.55555556,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,Lenny's Burger,85204,Mesa,AZ,33.3917474,-111.8045885,100,Bakeries,yes,no,yes,none,average,1,casual,outdoor,no,no,yes,73.37,0,0,0,0,1,4,0,1,0,9,6,0,6,5,0,0,3,0,6,0,0,0,0,0,4,1,7,3,1,0,0,0,5,0,3,1,0,3,0,0,1,0,0,6,0,3,0,0,5,4,3,0,0,0,5,0,1,0,5,0,5,1,3,0,0,1,0,0,2,0,0,0,0,9,3,0,1,0,2,0,3,0,2,0,2,5,0,8,5,5,0,1,0,10,0,1,0,5,1,6
1,The Mason Lounge,53715,Madison,WI,43.0627981,-89.4010737,47,Bars,yes,free,yes,full_bar,average,1,casual,no,no,no,yes,78.29787234,4,0,0,0,4,2,0,0,0,3,2,27,0,2,0,0,7,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,1,2,0,2,0,5,0,5,10,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,1,0,5,0,1,1,0,0,2,1,0,1,0,1,0,1
1,Inspire News Cafe,89101,Las Vegas,NV,36.1690987,-115.1405889,19,Bars,yes,free,yes,none,average,1,casual,outdoor,no,yes,no,145,0,2,0,0,0,1,0,0,0,2,1,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,6,0,0,0,5,0,3,0,0,0,1,2,0,1,0,0,0,2,2,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,3,0,1,4,0,0,2,0,3,0,0
0,Khoo's Garden,15237,Pittsburgh,PA,40.5482139,-80.0355079,16,Bars,yes,free,yes,none,quiet,2,casual,outdoor,yes,no,yes,126.375,0,0,0,0,0,3,7,0,0,0,2,4,0,0,2,0,0,0,4,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,2,0,0,0,1,3,0,0,0,2,0,0,0,0,1,8,0,0,0,0,0,0,0,0,1,2,1,0,1,2,1,1,0,0,0,0,0,0,0,1
0,KFC,89015,Henderson,NV,36.0124,-114.964,18,Sandwiches,yes,no,yes,none,average,1,casual,outdoor,no,no,yes,120.0555556,0,0,0,0,1,0,0,0,0,0,2,0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
1,Fuddruckers,28105,Matthews,NC,35.123349,-80.710076,37,Mexican,yes,no,yes,beer_and_wine,average,1,casual,no,no,yes,yes,84.81081081,0,1,0,0,0,1,0,1,0,2,3,0,2,1,0,1,1,0,2,1,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,8,0,0,2,1,1,1,0,0,0,1,0,1,0,0
0,Libretto's Pizzeria,28209,Charlotte,NC,35.17181313,-80.84899832,88,Bars,yes,free,yes,full_bar,average,2,casual,outdoor,no,yes,yes,105.2613636,5,1,0,0,3,3,0,2,0,3,2,2,13,5,0,2,3,0,8,0,0,9,1,0,1,4,13,1,0,0,7,0,0,0,3,8,0,3,0,3,3,0,0,7,0,1,0,0,1,0,2,0,7,7,2,0,1,0,3,13,2,2,3,0,1,0,2,0,3,0,7,0,0,5,0,2,6,11,0,0,2,1,0,0,3,4,4,1,7,7,1,6,0,10,0,5,0,5,24,8
1,Farmer Boys,89119,Las Vegas,NV,36.08130504,-115.1192924,111,Pizza,yes,free,yes,none,average,1,casual,outdoor,no,yes,yes,103.3513514,0,1,0,0,3,0,0,8,45,5,1,3,7,3,0,0,2,0,2,0,0,1,0,1,0,1,7,0,0,0,0,1,0,0,2,1,0,3,0,2,14,0,0,2,0,3,0,0,22,3,2,0,3,0,8,0,8,0,12,1,8,2,1,0,6,1,0,2,0,2,0,0,0,10,0,1,0,0,0,0,2,0,0,0,6,10,1,1,3,4,1,3,1,5,0,8,0,3,0,19
1,Caramba Mexican Food,85308,Glendale,AZ,33.6368603,-112.200806,86,Burgers,yes,no,yes,full_bar,average,1,casual,outdoor,no,yes,yes,81.51162791,1,0,0,0,4,1,0,0,12,5,2,2,1,2,2,2,3,0,4,0,0,0,0,16,0,3,1,0,4,7,0,1,0,0,3,4,0,1,0,0,4,1,0,2,0,2,0,1,2,6,2,21,1,0,0,0,2,0,12,0,6,3,0,0,3,0,0,1,0,2,0,0,0,7,17,0,2,1,32,0,4,0,0,0,8,2,4,0,4,6,0,5,0,3,0,4,0,5,0,3
1,Showmars - Arrowood Rd,28217,Charlotte,NC,35.14663128,-80.92431243,27,Coffee & Tea,yes,no,yes,none,average,1,casual,outdoor,no,no,yes,87.64285714,0,1,0,0,0,1,0,3,0,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,2,0,0,1,0,0,2,0,4,0,0
0,Applebee's,44241,Streetsboro,OH,41.238982,-81.349958,17,Sandwiches,yes,free,yes,full_bar,average,2,casual,no,no,no,yes,73.70588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,0,0,2,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,Great Steak,89014,Henderson,NV,36.06784054,-115.0409771,14,Pizza,yes,free,yes,none,loud,2,casual,outdoor,no,no,yes,75.64285714,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0
0,Xplicit Showclub,85307,Glendale,AZ,33.5360016,-112.3113436,26,Coffee & Tea,yes,free,yes,full_bar,average,2,casual,outdoor,yes,no,yes,134.1923077,0,0,0,0,2,0,0,0,0,3,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,5,0,0,0,2,1,0,0,0,4,0,0,0,2,0,2,0,0,1,0,0,0,0,3,2,0,1,0,3,0,3,7,2,0,0,0,0,1,1,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,3,0,1,1,3,0,0,0,1,0,0
0,Culver's,53558,Mc Farland,WI,43.0137642,-89.3021944,6,Bakeries,yes,no,yes,none,average,1,casual,outdoor,no,no,yes,88.83333333,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,Milio's Sandwiches,53726,Madison,WI,43.0677216,-89.4236293,18,Italian,yes,no,yes,none,quiet,1,casual,outdoor,no,no,yes,74.72222222,0,1,0,0,1,0,0,12,0,0,0,0,1,1,0,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,6,0
0,Buffalo Wild Wings,44094,Willoughby,OH,41.62813,-81.427725,9,Italian,yes,free,yes,full_bar,average,2,casual,outdoor,no,yes,yes,93.33333333,0,0,0,0,0,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Chipotle Mexican Grill,44136,Strongsville,OH,41.31005658,-81.81958833,7,Bars,yes,free,yes,none,average,1,casual,outdoor,no,yes,yes,124.1428571,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,2,0,4,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0
1,Papa Murphy's,85016,Phoenix,AZ,33.537393,-112.0464382,20,Sandwiches,yes,no,yes,none,quiet,2,casual,outdoor,no,no,yes,111.85,0,1,0,0,2,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,7,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,9,0,1,0,0,0,0,0,1,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,2,1
1,Rollin Smoke Barbeque,89109,Las Vegas,NV,36.1321763,-115.177067,1996,Breakfast & Brunch,yes,no,yes,none,average,2,casual,outdoor,no,yes,yes,105.4353707,2,2,0,1,149,266,0,177,8,70,156,20,16,139,432,108,104,3,189,2240,0,17,2,0,80,27,78,30,0,23,5,27,0,1,83,76,2,64,0,16,144,68,0,42,0,15,0,14,131,48,88,0,168,35,166,0,57,0,150,0,78,93,41,0,7,76,0,20,11,716,34,0,1245,169,5,43,12,3,2,21,66,1,20,1073,100,109,85,8,139,102,106,70,22,75,0,43,0,196,3,142
1,Restaurant Hana,15201,Pittsburgh,PA,40.4718139,-79.9598553,20,Fast Food,yes,free,yes,none,quiet,2,casual,no,yes,no,yes,115.1,0,0,0,1,1,0,3,0,0,1,1,0,1,1,0,0,0,18,0,0,0,0,1,0,1,3,0,0,0,6,1,2,0,0,2,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,2,0,3,0,1,1,1,0,4,0,1,2,0,0,2,0,0,1,0,1,0,0,0,0,0,11,0,1,0,0,1,2,0,0,0,2,0,0,1,0,0,1,0,1,3,4,0,0,5,1
